Date,NW (Gamma=1.0),NW (Gamma=0.0),RL-Net (Defensive),RL-Net (Total Return)
2024-12-22,2.6599317930350805,2.0122129486559133,2.0122129486559133,2.590420457205045
2024-12-23,2.692451381444248,2.036481484509292,2.036481484509292,2.6221050988576846
2024-12-24,2.7480621588169236,2.0783584972228564,2.0783584972228564,2.676254230911881
2024-12-25,2.7391731880938255,2.0718792482934876,2.0718792482934876,2.667598280807443
2024-12-26,2.6743296238853396,2.0228095362196874,2.0228095362196874,2.604447980206942
2024-12-27,2.662336454732981,2.0137546934447554,2.0137546934447554,2.5927671131877306
2024-12-28,2.696505913744045,2.0396047507744948,2.0396047507744948,2.6260418539277794
2024-12-29,2.653416093324511,2.0070179615108263,2.0070179615108263,2.5840791702080983
2024-12-30,2.648396404600832,2.0032278330066826,2.0032278330066826,2.5791892295146432
2024-12-31,2.653507341661189,2.00707846750299,2.00707846750299,2.5841673358904824
